Y,X,Type
40.7501716,-73.96887647,A
40.74813262,-73.97111645,A
40.75072837,-73.97024431,A
40.75672977,-73.99456683,A
40.75636277,-73.99738231,A
40.7545475,-73.99513068,A
40.75636277,-73.99738231,A
40.75636277,-73.99738231,A
40.75609329,-73.99428797,A
40.7551758,-73.99281577,A
40.75675751,-73.99831933,A
40.74996536,-73.9835028,A
40.75675751,-73.99831933,A
40.75660479,-73.99397935,A
40.75556669,-73.99848328,A
40.7515412,-73.9861084,A
40.75150713,-73.98403665,A
40.76773642,-73.9832252,A
40.76533949,-73.98161143,A
40.76862947,-73.98952168,A
40.76380833,-73.98395451,A
40.7708187,-73.9925219,A
40.76380833,-73.98395451,A
40.76775042,-73.99137291,A
40.7708187,-73.9925219,A
40.76340226,-73.99075139,A
40.76923083,-73.98478197,A
40.76949545,-73.98743576,A
40.76077006,-73.97988636,A
40.76418576,-73.97694086,A
40.76535734,-73.97551887,A
40.76512458,-73.97915536,A
40.76770558,-73.98122569,A
40.76512458,-73.97915536,A
40.76576848,-73.98263109,A
40.76426447,-73.99070764,A
40.76246433,-73.98647385,A
40.76511951,-73.98901726,A
40.77073031,-73.99245091,A
40.76489085,-73.98263318,A
40.76533949,-73.98161143,A
40.76576848,-73.98263109,A
40.76340226,-73.99075139,A
40.76462137,-73.98396859,A
40.76543387,-73.98575318,A
40.77230303,-73.99192104,A
40.76195241,-73.98539033,A
40.77230303,-73.99192104,A
40.76939289,-73.98719495,A
40.76517532,-73.98520996,A
