Y,X,Type
40.76658072,-73.9784191,A
40.763019,-73.98789844,A
40.76246433,-73.98647385,A
40.76642352,-73.98626565,A
40.766873,-73.98314247,A
40.77084292,-73.98855936,A
40.76134145,-73.9858743,A
40.76568772,-73.97840988,A
40.76246433,-73.98647385,A
40.7639742,-73.97853619,A
40.76521632,-73.97937128,A
40.76174244,-73.9848792,A
40.7668238,-73.9891735,A
40.76098674,-73.97736875,A
40.76590028,-73.9544052,A
40.76652616,-73.95290039,A
40.77274142,-73.96475827,A
40.77016369,-73.9637884,A
40.76605241,-73.95179046,A
40.76886986,-73.96073722,A
40.76944168,-73.95389817,A
40.76750755,-73.95618275,A
40.76741443,-73.95728203,A
40.76992221,-73.95504616,A
40.77417615,-73.96499414,A
40.76944084,-73.95981278,A
40.76766304,-73.96159536,A
40.76590028,-73.9544052,A
40.77003612,-73.95909738,A
40.77199933,-73.9633248,A
40.77012455,-73.96157792,A
40.76764862,-73.96170114,A
40.76992221,-73.95504616,A
40.76867742,-73.95587614,A
40.7698544,-73.96293118,A
40.77309363,-73.96058215,A
40.77015284,-73.95937424,A
40.76992221,-73.95504616,A
40.76996425,-73.9571247,A
40.77136813,-73.96452198,A
40.77119479,-73.95609675,A
40.76766304,-73.96159536,A
40.76784664,-73.9583099,A
40.76958631,-73.96028996,A
40.76858366,-73.94989229,A
40.76036051,-73.96176861,A
40.75986053,-73.96667597,A
40.75804556,-73.9644675,A
40.75610339,-73.9655595,A
40.75685315,-73.96539488,A
40.75926601,-73.96227974,A
40.75947635,-73.96979848,A
40.76276721,-73.97008195,A
40.76333353,-73.96932021,A
40.75749935,-73.96707059,A
40.75523309,-73.9693099,A
40.76328915,-73.97160075,A
40.75878426,-73.96569386,A
40.75878333,-73.97297983,A
40.75738171,-73.96470211,A
40.75946977,-73.97441179,A
40.75839123,-73.95998201,A
40.75878333,-73.97297983,A
40.75741926,-73.96493312,A
40.76057706,-73.97363563,A
40.7579715,-73.96032877,A
40.75831763,-73.96093361,A
40.75738171,-73.96470211,A
40.75545844,-73.96504141,A
40.75682696,-73.96102321,A
40.75458387,-73.96384816,A
40.75696899,-73.96580743,A
40.75402794,-73.96450413,A
40.76058796,-73.97130529,A
40.78108544,-73.97942291,A
40.77484218,-73.97878312,A
40.76964867,-73.98083158,A
40.77392495,-73.98884635,A
40.77445678,-73.98160179,A
40.77939075,-73.98354497,A
40.76901081,-73.98126827,A
40.78011222,-73.98103945,A
40.77812252,-73.98574815,A
40.76901081,-73.98126827,A
40.77474227,-73.98821151,A
40.77703677,-73.98646841,A
40.77474227,-73.98821151,A
40.77592277,-73.98315982,A
40.77757015,-73.97909568,A
40.78262985,-73.98321748,A
40.77039206,-73.98558336,A
40.77840256,-73.98547196,A
40.77826912,-73.97681128,A
40.77115293,-73.98167471,A
40.78194433,-73.98497324,A
40.76773902,-73.978832,A
40.77845516,-73.98350314,A
40.77016759,-73.98044576,A
40.77672689,-73.97707229,A
40.77592277,-73.98315982,A
40.78316813,-73.97618079,A
40.78593462,-73.97078477,A
40.79103786,-73.97510548,A
40.78484803,-73.97333841,A
40.78719589,-73.97392497,A
40.79057225,-73.97986464,A
40.78201776,-73.97571174,A
40.78719589,-73.97392497,A
40.7831947,-73.97624357,A
40.7831947,-73.97624357,A
40.78621546,-73.97764419,A
40.78287016,-73.98241391,A
40.79110056,-73.97318099,A
40.78353291,-73.97067137,A
40.78560911,-73.97212797,A
40.78591186,-73.97504299,A
40.7846695,-73.98200638,A
40.78615389,-73.97552281,A
40.78612741,-73.97983782,A
40.79174902,-73.97678605,A
40.78612426,-73.97729098,A
40.78683006,-73.97079601,A
40.78666494,-73.97265947,A
40.78218816,-73.98007611,A
40.78432635,-73.97697288,A
40.7855175,-73.98204553,A
40.78799443,-73.97567989,A
40.78799255,-73.9779472,A
40.79506612,-73.96966814,A
40.79665114,-73.97392723,A
40.80328026,-73.96441744,A
40.79902364,-73.96227413,A
40.804903,-73.96453892,A
40.79201314,-73.96750787,A
40.79518451,-73.96217162,A
40.80584977,-73.96287108,A
40.80017598,-73.96097887,A
40.79683491,-73.9728603,A
40.7987617,-73.97292183,A
40.7987617,-73.97292183,A
40.79080631,-73.9653647,A
40.79023181,-73.96734367,A
40.79382279,-73.9742346,A
40.79453823,-73.97551183,A
40.79818394,-73.96441579,A
40.7954721,-73.96974575,A
40.80197997,-73.95757749,A
40.79977423,-73.95603078,A
40.80483757,-73.95029479,A
40.80779702,-73.95160639,A
40.81425058,-73.94722484,A
40.81165072,-73.96073864,A
40.81165072,-73.96073864,A
40.809304,-73.94696525,A
40.80707701,-73.95184125,A
40.80905589,-73.95850512,A
40.80681654,-73.95888365,A
40.81595562,-73.95730248,A
40.81007656,-73.9648203,A
40.77868372,-73.95563914,A
40.77351126,-73.94885679,A
40.77631136,-73.95401845,A
40.77886315,-73.95605609,A
40.7743212,-73.95323768,A
40.77835089,-73.95493099,A
40.7784746,-73.96058391,A
40.77566935,-73.95251265,A
40.77981562,-73.95837227,A
40.78059753,-73.95826439,A
40.77616153,-73.95380388,A
40.77183262,-73.94707489,A
40.78149033,-73.96040261,A
40.77620944,-73.94770328,A
40.77481465,-73.94654171,A
40.77239211,-73.94966213,A
40.77412368,-73.94697774,A
40.77920659,-73.95709017,A
40.77293693,-73.95009178,A
40.77925705,-73.95493652,A
40.77420687,-73.9490251,A
40.77645544,-73.94828825,A
40.77762426,-73.95320432,A
40.77506958,-73.95109351,A
40.78023841,-73.95952545,A
40.77421903,-73.94919727,A
40.79568877,-73.9426479,A
40.79635941,-73.94410761,A
40.78747073,-73.95271121,A
40.79122289,-73.94589379,A
40.78883057,-73.95502655,A
40.78933512,-73.95467057,A
40.79286675,-73.94076423,A
40.78685366,-73.94331342,A
40.81987731,-73.94284563,A
40.81641754,-73.94022037,A
40.82240722,-73.9444133,A
40.8198271,-73.95435968,A
40.83000256,-73.94800997,A
40.82679644,-73.95123734,A
40.82554997,-73.9474084,A
40.82402161,-73.9548838,A
40.82865739,-73.9486599,A
40.85377729,-73.93495264,A
40.84755569,-73.93960594,A
40.8486142,-73.94026275,A
40.85468597,-73.93530158,A
40.86380137,-73.92336005,A
40.79639775,-73.93430816,A
40.79631297,-73.93410615,A
40.75680248,-73.9848087,A
40.75915683,-73.99443306,A
40.75913575,-73.99586762,A
40.75880135,-73.98371688,A
40.76129637,-73.99959101,A
40.76132217,-73.99746697,A
40.76250163,-73.9963712,A
40.75915683,-73.99443306,A
40.76127972,-73.98960609,A
40.76117058,-73.99884336,A
40.75949089,-73.99297905,A
40.75668999,-73.9860618,A
40.75908986,-73.99427456,A
40.7551849,-73.98100651,A
40.75913575,-73.99586762,A
40.76237435,-73.99204933,A
40.7594709,-73.99113008,A
40.76068594,-73.98610983,A
40.76077475,-73.99617691,A
40.76117058,-73.99884336,A
40.76250163,-73.9963712,A
40.76117058,-73.99884336,A
40.7617903,-74.00071446,A
40.76109242,-73.99901268,A
40.76385011,-73.99555674,A
40.76077475,-73.99617691,A
40.7551849,-73.98100651,A
40.71341465,-73.99757367,A
40.71123586,-74.00540882,A
40.7067054,-74.00527974,A
40.71019482,-74.00583882,A
40.70744665,-74.00709032,A
40.70750696,-74.00562307,A
40.70744665,-74.00709032,A
40.70735935,-74.00424927,A
40.70744665,-74.00709032,A
40.7067054,-74.00527974,A
40.71141171,-74.00792298,A
40.7082918,-74.00067841,A
40.70979538,-74.007193,A
40.70878344,-74.00585172,A
40.70744665,-74.00709032,A
40.70794796,-74.00118132,A
40.70813174,-74.00559767,A
40.70979538,-74.007193,A
40.71141171,-74.00792298,A
40.71152277,-74.00748846,A
40.7073687,-74.0025107,A
40.71123586,-74.00540882,A
40.70750696,-74.00562307,A
40.70833471,-74.00662043,A
40.71123586,-74.00540882,A
40.82610611,-73.93886565,A
40.82559878,-73.9386269,A
40.82471756,-73.93855208,A
40.86348361,-73.92711355,A
40.76515949,-73.96196634,A
40.7681235,-73.96866876,A
40.76235545,-73.96275122,A
40.76303493,-73.96045785,A
40.7690049,-73.96742154,A
40.76564614,-73.97196671,A
40.76503648,-73.96716094,A
40.76333647,-73.95635457,A
40.7657168,-73.95893084,A
40.76149656,-73.95862397,A
40.76515949,-73.96196634,A
40.76446308,-73.96969454,A
40.76369396,-73.95995829,A
40.7663164,-73.96242274,A
40.76653902,-73.96731333,A
40.76365988,-73.96179175,A
40.76637227,-73.96059917,A
40.76330474,-73.9630544,A
40.76283967,-73.96180751,A
40.7643003,-73.95957146,A
40.76502496,-73.97090028,A
40.76500556,-73.95931825,A
40.76471592,-73.95862322,A
40.76149656,-73.95862397,A
40.76356852,-73.96368069,A
40.76375439,-73.95830027,A
40.76573038,-73.96879784,A
40.76267954,-73.96545883,A
40.7656391,-73.9703889,A
40.7764663,-73.98933359,A
40.77129337,-73.95012799,A
40.77124266,-73.95228089,A
40.7731215,-73.95447074,A
40.77049436,-73.95233093,A
40.77467685,-73.96102874,A
40.77320922,-73.95482043,A
40.77150296,-73.95076879,A
40.77150296,-73.95076879,A
40.77242098,-73.95294917,A
40.77459672,-73.95809935,A
40.77354751,-73.95965964,A
40.77519707,-73.95951765,A
40.7731215,-73.95447074,A
40.77289381,-73.95180312,A
40.7720492,-73.95206622,A
40.77589847,-73.96315406,A
40.77477005,-73.95836715,A
40.77477005,-73.95836715,A
40.77158581,-73.95506443,A
40.7737892,-73.9597075,A
40.75957802,-73.97804912,A
40.78230735,-73.95426354,A
40.77864446,-73.94518343,A
40.77776906,-73.94753891,A
40.78293491,-73.95199355,A
40.78019084,-73.95004996,A
40.78381756,-73.95471206,A
40.78108167,-73.95526451,A
40.77719586,-73.94421029,A
40.78038752,-73.95362174,A
40.78465689,-73.9502352,A
40.77891817,-73.95024559,A
40.78202535,-73.94786278,A
40.78433292,-73.95711976,A
40.7789587,-73.94825908,A
40.78250663,-73.955306,A
40.78281148,-73.95543055,A
40.7856053,-73.95307306,A
40.78297657,-73.95405207,A
40.78179966,-73.94730732,A
40.78247638,-73.94881949,A
40.78092002,-73.954889,A
40.78035148,-73.95561076,A
40.77966337,-73.94814484,A
40.787812,-73.95576013,A
40.77693812,-73.94642202,A
40.78052054,-73.95212632,A
40.77967338,-73.94728016,A
40.77749874,-73.94601583,A
40.76388217,-73.97326959,A
40.754232,-73.97635095,A
40.75503076,-73.97572901,A
40.7079745,-74.01672741,A
40.70651852,-74.01781102,A
40.7079745,-74.01672741,A
40.71112496,-74.01604579,A
40.7088712,-74.01638996,A
40.7088712,-74.01638996,A
40.70715194,-74.01738221,A
40.71112496,-74.01604579,A
40.70929138,-74.01788319,A
40.70929138,-74.01788319,A
40.71138904,-74.01593851,A
40.7079745,-74.01672741,A
40.7088712,-74.01638996,A
40.7079745,-74.01672741,A
40.7088712,-74.01638996,A
40.71112496,-74.01604579,A
40.70922181,-74.01614277,A
40.71754579,-74.01557406,A
40.71799682,-74.01471953,A
40.71711865,-74.01415903,A
40.71799682,-74.01471953,A
40.7168027,-74.01481474,A
40.71754579,-74.01557406,A
40.71754579,-74.01557406,A
40.71754579,-74.01557406,A
40.63395727,-74.13435376,A
40.57004643,-74.11667364,A
40.57447936,-74.12101052,A
40.57248015,-74.133963,A
40.54696795,-74.21880817,A
40.53497667,-74.20512502,A
40.81003423,-73.9304938,A
40.89146474,-73.90797203,A
41.00933444,-73.75035364,A
40.98787981,-73.73876339,A
40.93488595,-73.76884486,A
41.2566692,-74.36099382,A
40.75591999,-73.66211365,A
40.75070347,-73.93820096,A
40.74883163,-73.93758481,A
40.74406572,-73.95329451,A
40.74530678,-73.94681002,A
40.74754873,-73.95651291,A
40.74754873,-73.95651291,A
40.74754873,-73.95651291,A
40.73858676,-73.96011017,A
40.74654835,-73.95654778,A
40.74754873,-73.95651291,A
40.76047857,-73.91993839,A
40.74870288,-73.91158918,A
40.77407829,-73.91318693,A
40.76213693,-73.92306635,A
40.74709836,-73.95643891,A
40.74476535,-73.9569056,A
40.68657391,-73.99209317,A
40.701496,-73.9853946,A
40.69345486,-73.99211261,A
40.69192655,-73.98436597,A
40.69985428,-73.99459969,A
40.69060196,-73.99556663,A
40.68972944,-73.99804256,A
40.7023093,-73.989605,A
40.70200315,-73.98968228,A
40.68855547,-73.9938024,A
40.70367932,-73.98951716,A
40.701496,-73.9853946,A
40.701496,-73.9853946,A
40.70234924,-73.98531698,A
40.69935378,-73.99575738,A
40.6861717,-73.99328122,A
40.70227313,-73.98673093,A
40.69110022,-73.99488241,A
40.68783606,-73.99162219,A
40.70200315,-73.98968228,A
40.701496,-73.9853946,A
40.70152647,-73.98617672,A
40.69466479,-73.99394213,A
40.69194109,-73.98002482,A
40.701496,-73.9853946,A
40.68996192,-73.9907881,A
40.68729291,-73.98980164,A
40.68751453,-73.9978258,A
40.70304962,-73.98351848,A
40.69854565,-73.99618613,A
40.69203413,-73.98128068,A
40.64254247,-73.94580729,A
40.68851612,-73.96787969,A
40.68890521,-73.96902566,A
40.69080794,-73.97143303,A
40.69486759,-73.97016711,A
40.68975044,-73.95221458,A
40.68793919,-73.97179127,A
40.70748089,-73.94920154,A
40.69503758,-73.95199917,A
40.70659434,-73.94342717,A
40.6999588,-73.93049624,A
40.69964787,-73.93279992,A
40.70136281,-73.93645133,A
40.70770075,-73.94153872,A
40.70582328,-73.94405975,A
40.70036993,-73.94475377,A
40.61908043,-73.95316149,A
40.71109789,-73.95856136,A
40.70982782,-73.95523584,A
40.71811275,-73.94839554,A
40.71255798,-73.95187914,A
40.71370294,-73.96108934,A
40.71321105,-73.94317135,A
40.7130554,-73.94126329,A
40.71406307,-73.95957482,A
40.71811275,-73.94839554,A
40.72022733,-73.95510232,A
40.70926047,-73.95782985,A
40.70671902,-73.9528874,A
40.71881838,-73.95168208,A
40.70874719,-73.95212037,A
40.71345605,-73.95865448,A
40.7143077,-73.9470339,A
40.71881838,-73.95168208,A
40.7174498,-73.9539933,A
40.71562206,-73.94066206,A
40.71509522,-73.95848651,A
40.71066174,-73.95449186,A
40.71919917,-73.95621351,A
40.70768134,-73.96351834,A
40.71679335,-73.95757448,A
40.71245639,-73.9490795,A
40.71066174,-73.95449186,A
40.71230015,-73.95331312,A
40.71270671,-73.96241008,A
40.71130978,-73.94767939,A
40.71509522,-73.95848651,A
40.71407778,-73.96153685,A
40.71309764,-73.95786131,A
40.7126094,-73.95808502,A
40.71250538,-73.96003599,A
40.71303625,-73.95925932,A
40.71289174,-73.95223479,A
40.71700118,-73.95483636,A
40.71368681,-73.94427986,A
40.71772622,-73.95220293,A
40.71456695,-73.9373409,A
40.6705688,-73.94710102,A
40.60821041,-73.99663448,A
40.67018725,-73.98210831,A
40.66713091,-73.97477364,A
40.66078803,-73.99048996,A
40.66186699,-73.97984645,A
40.67221651,-73.99098305,A
40.67627842,-73.98004393,A
40.66967323,-73.99588078,A
40.66924776,-73.97587217,A
40.67193253,-73.98843463,A
40.67074779,-73.95088304,A
40.67032328,-73.95475363,A
40.68681803,-73.97653862,A
40.68716328,-73.97515183,A
40.68515196,-73.98018977,A
40.68808651,-73.97927799,A
40.68203125,-73.97980471,A
40.69202361,-73.91139706,A
40.68643934,-73.92241834,A
40.6896248,-73.91497153,A
40.69587091,-73.91459032,A
40.72110379,-73.94293456,A
40.73097478,-73.95329325,A
40.73172152,-73.96139176,A
40.72612849,-73.94954051,A
40.7334272,-73.95475673,A
40.72000362,-73.94622823,A
40.72965882,-73.95115243,A
40.73172152,-73.96139176,A
40.72793588,-73.95514674,A
40.73689466,-73.95872087,A
40.73722743,-73.95576055,A
40.73486204,-73.95884513,A
40.73466977,-73.96007237,A
40.73205625,-73.95765285,A
40.72646427,-73.94871028,A
40.7198206,-73.94168147,A
40.719013,-73.94685302,A
40.72586668,-73.94220953,A
40.71895144,-73.94853258,A
40.72853531,-73.9590253,A
40.72569556,-73.94399898,A
40.73280509,-73.95673193,A
40.7190195,-73.94236115,A
40.73733526,-73.95466143,A
40.60627993,-73.9703987,A
40.59849536,-73.96986562,A
40.59738178,-73.97667893,A
40.60811598,-73.96879432,A
40.63566701,-73.9604353,A
40.62554121,-73.96929498,A
40.67791906,-73.99375442,A
40.68461724,-73.99848361,A
40.68641323,-73.99827976,A
40.68347705,-74.00256049,A
40.68128614,-74.00023468,A
40.67747426,-73.98964085,A
40.67626622,-73.9980532,A
40.68464092,-73.99856802,A
40.65662745,-74.00372857,A
40.68406877,-73.92995652,A
40.68159719,-73.91930572,A
40.61324365,-73.92030233,A
40.70852347,-73.92407645,A
40.7056678,-73.92018943,A
40.70463318,-73.91970571,A
40.70483548,-73.92852624,A
40.6762026,-73.95593514,A
40.68078176,-73.96695793,A
40.68057351,-73.9678848,A
40.71147617,-73.96729396,A
40.71944078,-73.9633367,A
40.71771188,-73.95997497,A
40.71921417,-73.96425728,A
40.71706467,-73.96247018,A
40.71438213,-73.96321709,A
40.7155584,-73.96640439,A
40.71362147,-73.96723395,A
40.72056416,-73.96310628,A
40.71484062,-73.96492532,A
40.71921417,-73.96425728,A
40.71343384,-73.9624457,A
40.7173993,-73.96438419,A
40.7173993,-73.96438419,A
40.71392435,-73.96527149,A
40.71831789,-73.96391019,A
40.70986521,-73.96724996,A
40.71925189,-73.96413541,A
40.72056416,-73.96310628,A
40.7182565,-73.96389577,A
40.72027159,-73.96315632,A
40.7155584,-73.96640439,A
40.7188835,-73.96097518,A
40.70747255,-73.96838889,A
40.72067367,-73.95632197,A
40.7155584,-73.96640439,A
40.72062334,-73.95684165,A
40.71484062,-73.96492532,A
40.71882005,-73.95787396,A
40.71831789,-73.96391019,A
40.71746051,-73.96165043,A
40.71038388,-73.96854765,A
40.71831789,-73.96391019,A
40.71362147,-73.96723395,A
40.71925189,-73.96413541,A
40.71683602,-73.96356821,A
40.71631659,-73.96146184,A
40.71145395,-73.96327669,A
40.7182565,-73.96389577,A
40.71614195,-73.96223834,A
40.71831789,-73.96391019,A
40.70651534,-73.96528817,A
40.71392435,-73.96527149,A
40.70747255,-73.96838889,A
40.71060269,-73.96630188,A
40.70986521,-73.96724996,A
40.71746051,-73.96165043,A
40.71831789,-73.96391019,A
40.71952594,-73.96391916,A
40.72056416,-73.96310628,A
40.71362147,-73.96723395,A
40.72048843,-73.9594371,A
40.70967812,-73.96853088,A
40.71349168,-73.96260538,A
40.71038388,-73.96854765,A
40.70967812,-73.96853088,A
40.71952594,-73.96391916,A
40.71921417,-73.96425728,A
40.71362147,-73.96723395,A
40.71918882,-73.96075817,A
40.71116411,-73.9674813,A
40.71778619,-73.96233573,A
40.77922193,-73.84513049,A
40.76779581,-73.87417555,A
40.74916828,-73.89458799,A
40.74567584,-73.89622615,A
40.71455899,-73.87550106,A
40.72473751,-73.63652965,A
40.72471312,-73.63663643,A
40.867692,-73.6063962,A
40.58395615,-73.68954745,A
40.65950529,-73.5450218,A
40.64929902,-73.6306806,A
40.80129052,-73.65093135,A
40.65979029,-73.69942267,A
40.65979029,-73.69942267,A
40.69762209,-73.34905895,A
40.74566595,-73.4838154,A
43.04468021,-74.35387597,A
42.71145988,-73.70719968,A
42.65014667,-73.83176412,A
43.30734663,-73.57236928,A
44.89045717,-73.41602134,A
43.07912339,-76.1584051,A
43.08004841,-76.15583018,A
44.20107573,-75.6058371,A
42.45865136,-75.04848278,A
42.11531708,-77.07283787,A
28.90942499,-82.47091243,A
40.75313112,-73.9957786,B
40.75189198,-74.00241246,B
40.75053583,-74.0021595,B
40.7520509,-73.99895426,B
40.7520509,-73.99895426,B
40.75114042,-74.0025262,B
40.7520509,-73.99895426,B
40.75254109,-73.99702743,B
40.75313112,-73.9957786,B
40.75311365,-74.00387804,B
40.7520509,-73.99895426,B
40.75224884,-74.00153018,B
40.74999763,-73.9961542,B
40.75224884,-74.00153018,B
40.75490427,-73.99777241,B
40.75311365,-74.00387804,B
40.75293603,-74.0040787,B
40.74509745,-73.99493673,B
40.75401889,-73.99786452,B
40.75380197,-74.00325166,B
40.74681364,-73.99035132,B
40.7520509,-73.99895426,B
40.74615906,-73.99468552,B
40.7520509,-73.99895426,B
40.75490427,-73.99777241,B
40.75293603,-74.0040787,B
40.75401889,-73.99786452,B
40.75114042,-74.0025262,B
40.75224884,-74.00153018,B
40.75188842,-73.99476171,B
40.7520509,-73.99895426,B
40.75271295,-73.99746278,B
40.75188842,-73.99476171,B
40.74810978,-73.99345698,B
40.75232889,-74.00446075,B
40.75366207,-74.00276635,B
40.74580547,-73.99564894,B
40.75255726,-74.00224172,B
40.74830298,-73.99584222,B
40.75074693,-74.00350831,B
40.74895748,-73.99547183,B
40.75293603,-74.0040787,B
40.7521794,-74.0032442,B
40.7479242,-74.00067464,B
40.74835059,-73.98892692,B
40.74616769,-73.99650682,B
40.75311365,-74.00387804,B
40.75380197,-74.00325166,B
40.75358446,-74.00464942,B
40.75510062,-74.00052033,B
40.75255726,-74.00224172,B
40.7520509,-73.99895426,B
40.75224884,-74.00153018,B
40.75076064,-73.99779646,B
40.7520509,-73.99895426,B
40.75401889,-73.99786452,B
40.75366207,-74.00276635,B
40.74797709,-73.99655477,B
40.75224884,-74.00153018,B
40.7520509,-73.99895426,B
40.74978565,-73.99564885,B
40.75232889,-74.00446075,B
40.75352038,-74.00190653,B
40.75293603,-74.0040787,B
40.72087848,-73.98790582,B
40.71883619,-73.98716301,B
40.71097266,-73.9806049,B
40.72217453,-73.98728271,B
40.71699929,-73.98719268,B
40.73002205,-73.99233658,B
40.7375215,-73.99121441,B
40.73426824,-73.99243381,B
40.73449807,-73.98842843,B
40.73426824,-73.99243381,B
40.72813449,-73.98840278,B
40.73290454,-73.98995662,B
40.73378586,-73.99518843,B
40.72517479,-73.99101081,B
40.73511317,-73.98203647,B
40.70509188,-74.0073603,B
40.70650314,-74.01111556,B
40.70563029,-74.00944563,B
40.70931871,-74.01393649,B
40.71064548,-74.0100322,B
40.71262185,-74.00792868,B
40.71064548,-74.0100322,B
40.71551335,-74.00596094,B
40.72354954,-73.98497148,B
40.73347489,-73.97671464,B
40.72887025,-73.98087122,B
40.73410366,-73.97822363,B
40.72318795,-73.97668044,B
40.72902703,-73.98323668,B
40.73306091,-73.97512928,B
40.73306091,-73.97512928,B
40.73844754,-73.98344614,B
40.74399866,-73.99137316,B
40.74264205,-73.9892517,B
40.73858919,-73.98468323,B
40.7425553,-73.98668927,B
40.73852088,-73.98769434,B
40.74377411,-73.98792744,B
40.74264205,-73.9892517,B
40.73332833,-73.97576312,B
40.74222597,-73.99113252,B
40.74477425,-73.991515,B
40.74014634,-73.98434541,B
40.74848872,-74.00599966,B
40.74720797,-74.00506374,B
40.74461046,-73.99488819,B
40.74804029,-74.00508319,B
40.74717733,-74.00498478,B
40.74449018,-74.00593378,B
40.7422336,-73.99890992,B
40.7480397,-74.00302451,B
40.74334282,-73.99391749,B
40.73410831,-73.99887832,B
40.74724979,-74.00304354,B
40.74780065,-74.00451699,B
40.73849297,-73.99745063,B
40.74848872,-74.00599966,B
40.73818749,-73.9967152,B
40.7429029,-73.99876384,B
40.74565141,-74.00324906,B
40.74140057,-74.0004267,B
40.74327568,-73.9937589,B
40.74492042,-74.00699116,B
40.73624804,-73.99838839,B
40.74848872,-74.00599966,B
40.74666909,-74.00163806,B
40.73704856,-73.99818346,B
40.74818287,-74.0033685,B
40.74492042,-74.00699116,B
40.72591202,-73.99807734,B
40.72522613,-73.99472852,B
40.72567729,-74.00197954,B
40.7313023,-74.00019243,B
40.72129494,-73.99561189,B
40.72260494,-73.99917948,B
40.72853468,-73.99996402,B
40.72567729,-74.00197954,B
40.72545898,-73.99787232,B
40.72760592,-74.00293843,B
40.72191381,-73.9944256,B
40.72587405,-74.00287187,B
40.71979013,-74.00346045,B
40.72106339,-73.99928861,B
40.71887366,-74.01077173,B
40.72449221,-74.00611374,B
40.71716169,-74.00461623,B
40.71991762,-73.99709373,B
40.72210752,-74.00394878,B
40.71712284,-74.00466284,B
40.71887366,-74.01077173,B
40.72024401,-73.9981081,B
40.72520882,-74.00768149,B
40.71712284,-74.00466284,B
40.73699734,-74.00885479,B
40.73264139,-74.00887315,B
40.73316652,-74.00326105,B
40.73405647,-73.99998783,B
40.73121727,-74.01000546,B
40.73493104,-74.00763816,B
40.73741447,-74.0081943,B
40.72997637,-74.00349498,B
40.73727256,-74.00826043,B
40.72954516,-74.00298645,B
40.73543215,-74.00420275,B
40.73368988,-74.00683802,B
40.73741447,-74.0081943,B
40.72999095,-74.00363169,B
40.7277521,-74.00389698,B
40.74053932,-74.00431758,B
40.7449402,-73.98605191,B
40.74054167,-73.97947706,B
40.74252047,-73.97823687,B
40.74324991,-73.9743159,B
40.74678292,-73.97851599,B
40.74860707,-73.97599555,B
40.74054167,-73.97947706,B
40.74407825,-73.98340432,B
40.74344701,-73.98444644,B
40.74661897,-73.98014795,B
40.74355488,-73.97971879,B
40.74870753,-73.98126241,B
40.7449402,-73.98605191,B
40.74692227,-73.98565586,B
40.75073071,-73.97883098,B
40.74418277,-73.98029027,B
40.75166458,-73.97259099,B
40.75127776,-73.97153948,B
40.75166458,-73.97259099,B
40.75166458,-73.97259099,B
40.75675751,-73.99831933,B
40.75556669,-73.99848328,B
40.75636277,-73.99738231,B
40.75815976,-73.99981022,B
40.75675751,-73.99831933,B
40.75631117,-73.99917143,B
40.75284702,-73.98341966,B
40.75675751,-73.99831933,B
40.75745627,-73.99812336,B
40.75556669,-73.99848328,B
40.75675751,-73.99831933,B
40.75745627,-73.99812336,B
40.75636277,-73.99738231,B
40.75815976,-73.99981022,B
40.75631117,-73.99917143,B
40.75850057,-73.99631773,B
40.7562732,-73.99422368,B
40.7551758,-73.99281577,B
40.7561476,-73.99701703,B
40.75745627,-73.99812336,B
40.75539864,-73.99524694,B
40.75247147,-73.98633823,B
40.76558634,-73.98233521,B
40.76743295,-73.98660235,B
40.76291901,-73.97779255,B
40.76355322,-73.97528535,B
40.76669887,-73.9849662,B
40.76923083,-73.98478197,B
40.76673466,-73.97878245,B
40.76682481,-73.98721917,B
40.76418576,-73.97694086,B
40.76819336,-73.99047873,B
40.76489592,-73.99428805,B
40.76434556,-73.98507793,B
40.76923083,-73.98478197,B
40.76775042,-73.99137291,B
40.76962964,-73.98824654,B
40.76183927,-73.9809773,B
40.76923083,-73.98478197,B
40.76337695,-73.98488263,B
40.76434556,-73.98507793,B
40.76355322,-73.97528535,B
40.76094314,-73.97895805,B
40.77230303,-73.99192104,B
40.76737608,-73.99033439,B
40.76434556,-73.98507793,B
40.76608364,-73.98920233,B
40.76288808,-73.97872562,B
40.76889317,-73.95651551,B
40.76958631,-73.96028996,B
40.77323244,-73.96212007,B
40.77142982,-73.96256582,B
40.76958631,-73.96028996,B
40.77046901,-73.95831058,B
40.75930657,-73.97658949,B
40.75695901,-73.96771641,B
40.76029011,-73.97377485,B
40.76014837,-73.9694715,B
40.75666087,-73.9649337,B
40.77252798,-73.98984187,B
40.77094673,-73.98675733,B
40.77459118,-73.98396515,B
40.77342304,-73.98119334,B
40.77170689,-73.99043782,B
40.79115324,-73.97344745,B
40.79120311,-73.97940305,B
40.78623599,-73.96934887,B
40.78349256,-73.97504396,B
40.79355197,-73.9731483,B
40.80382257,-73.96782613,B
40.80408805,-73.96431729,B
40.79355679,-73.96335439,B
40.80994534,-73.95501196,B
40.80681654,-73.95888365,B
40.81359222,-73.94750789,B
40.77639975,-73.94829722,B
40.7746012,-73.95100441,B
40.77868372,-73.95563914,B
40.77639975,-73.94829722,B
40.78002203,-73.95900552,B
40.8244703,-73.94327746,B
40.82916605,-73.94718427,B
40.83886672,-73.94560193,B
40.7617903,-74.00071446,B
40.75908986,-73.99427456,B
40.7603176,-73.98719872,B
40.76140616,-73.99941635,B
40.76129637,-73.99959101,B
40.76001391,-73.99249806,B
40.76062982,-73.99569411,B
40.75976527,-73.98989174,B
40.7067054,-74.00527974,B
